date,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,home_goals_avg,away_goals_avg,home_win_avg,away_win_avg,home_last_wins,away_last_wins,home_team_encoded,away_team_encoded,confederation_home_encoded,confederation_away_encoded,tournament_encoded
2000-01-19,False,139.0,214.0,1.0,73.0,454.0,0.0,0,0.0,0.0,0.0,0.0,0,0,141,76,2,2,42
2000-01-19,False,87.0,413.0,0.0,38.0,558.0,0.0,0,0.0,0.0,0.0,0.0,0,0,183,56,1,1,42
2000-01-20,False,74.0,453.0,3.0,86.0,421.0,0.0,0,0.0,0.0,0.0,0.0,0,0,31,2,1,1,42
2000-01-20,False,116.0,308.0,0.0,107.0,357.0,0.0,0,0.0,0.0,0.0,0.0,0,0,115,149,5,0,42
2000-01-23,True,38.0,558.0,0.0,36.0,571.0,0.0,0,0.0,0.0,0.0,0.0,0,0,56,200,1,1,6
2000-01-23,False,76.0,444.0,0.0,28.0,604.0,-3.0,0,0.0,0.0,0.0,0.0,0,0,133,185,1,1,6
2000-01-23,True,31.0,597.0,1.0,72.0,456.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,167,67,1,1,6
2000-01-23,False,102.0,374.0,0.0,200.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,197,75,0,0,2
2000-01-24,False,107.0,357.0,0.0,75.0,446.0,0.0,0,0.0,0.0,0.0,0.0,0,0,149,25,0,5,42
2000-01-25,True,25.0,613.0,1.0,94.0,396.0,0.0,0,0.0,0.0,0.0,0.0,0,0,123,44,1,1,6
2000-01-26,False,108.0,342.0,0.0,123.0,265.0,-8.0,0,0.0,0.0,0.0,0.0,0,0,189,105,1,1,42
2000-01-26,False,102.0,374.0,0.0,181.0,75.0,0.0,0,11.0,0.0,1.0,0.0,0,0,197,145,0,0,2
2000-01-26,False,4.0,753.0,0.0,32.0,589.0,0.0,0,0.0,0.0,0.0,0.0,0,0,170,146,5,5,42
2000-01-27,False,50.0,526.0,2.0,87.0,413.0,0.0,0,0.0,1.0,0.0,1.0,0,0,71,183,1,1,6
2000-01-28,True,57.0,501.0,-1.0,49.0,529.0,-4.0,0,0.0,0.0,0.0,0.0,0,0,34,91,1,1,6
2000-01-28,True,38.0,558.0,0.0,79.0,439.0,0.0,0,1.0,3.0,0.5,1.0,0,0,56,158,1,1,6
2000-01-29,True,181.0,75.0,0.0,200.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,145,75,0,0,2
2000-01-29,True,86.0,421.0,0.0,72.0,456.0,-2.0,0,0.0,1.0,0.0,0.0,0,0,2,67,1,1,6
2000-01-31,False,82.0,428.0,0.0,109.0,339.0,0.0,0,0.0,0.0,0.0,0.0,0,0,98,176,0,0,42
2000-02-01,True,38.0,558.0,0.0,74.0,453.0,3.0,0,1.0,1.0,0.6666666666666666,0.5,0,0,56,31,1,1,6
2000-02-02,True,8.0,715.0,0.0,62.0,488.0,0.0,0,0.0,0.0,0.0,0.0,0,0,151,101,5,5,35
2000-02-02,False,64.0,481.0,0.0,23.0,618.0,0.0,0,0.0,1.0,0.0,0.0,0,0,46,40,2,3,42
2000-02-02,True,85.0,425.0,0.0,93.0,398.0,0.0,0,0.0,0.0,0.0,0.0,0,0,9,119,5,5,35
2000-02-02,False,63.0,488.0,0.0,51.0,524.0,1.0,0,0.0,0.0,0.0,0.0,0,0,49,107,5,5,35
2000-02-03,False,76.0,444.0,0.0,25.0,613.0,1.0,0,4.0,1.0,1.0,1.0,0,0,133,123,1,1,6
2000-02-03,True,28.0,604.0,-3.0,94.0,396.0,0.0,0,2.0,0.0,0.0,0.0,0,0,185,44,1,1,6
2000-02-04,False,63.0,488.0,0.0,85.0,425.0,0.0,0,2.0,2.0,1.0,1.0,0,0,49,9,5,5,35
2000-02-04,True,93.0,398.0,0.0,51.0,524.0,1.0,0,1.0,1.0,0.0,0.0,0,0,119,107,5,5,35
2000-02-04,True,8.0,715.0,0.0,66.0,475.0,0.0,0,2.0,0.0,1.0,0.0,0,0,151,69,5,5,35
2000-02-05,False,73.0,454.0,0.0,23.0,618.0,0.0,0,0.0,0.5,0.0,0.0,0,0,76,40,2,3,42
2000-02-06,True,66.0,475.0,0.0,85.0,425.0,0.0,0,1.0,2.0,0.0,0.5,0,0,69,9,5,5,35
2000-02-06,False,116.0,308.0,0.0,97.0,390.0,0.0,0,2.0,0.0,1.0,0.0,0,0,115,13,5,5,56
2000-02-06,False,63.0,488.0,0.0,8.0,715.0,0.0,0,2.5,1.5,1.0,1.0,0,0,49,151,5,5,35
2000-02-06,True,57.0,501.0,-1.0,86.0,421.0,0.0,0,1.5,1.5,0.5,0.5,0,0,34,2,1,1,6
2000-02-06,True,83.0,427.0,0.0,146.0,180.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,4,5,5,56
2000-02-07,False,76.0,444.0,0.0,79.0,439.0,0.0,0,3.0,1.5,1.0,0.5,0,0,133,158,1,1,6
2000-02-07,False,104.0,372.0,0.0,117.0,307.0,0.0,0,0.0,0.0,0.0,0.0,0,0,162,112,0,0,42
2000-02-08,True,83.0,427.0,0.0,97.0,390.0,0.0,0,3.0,0.0,1.0,0.0,0,0,1,13,5,5,56
2000-02-08,False,109.0,339.0,0.0,172.0,106.0,0.0,0,0.0,0.0,0.0,0.0,0,0,176,134,0,0,42
2000-02-09,True,37.0,563.0,0.0,21.0,626.0,0.0,0,0.0,0.0,0.0,0.0,0,0,30,163,5,5,42
2000-02-09,False,23.0,618.0,0.0,90.0,410.0,1.0,0,0.6666666666666666,0.0,0.0,0.0,0,0,40,11,3,0,42
2000-02-09,False,71.0,458.0,2.0,95.0,396.0,-1.0,0,0.0,0.0,0.0,0.0,0,0,81,57,2,2,42
2000-02-10,False,76.0,444.0,0.0,31.0,597.0,1.0,0,2.6666666666666665,2.0,1.0,1.0,0,0,133,167,1,1,6
2000-02-10,False,82.0,428.0,0.0,130.0,251.0,1.0,0,4.0,0.0,1.0,0.0,0,0,98,187,0,0,2
2000-02-10,True,57.0,501.0,-1.0,28.0,604.0,-3.0,0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,34,185,1,1,6
2000-02-12,False,23.0,618.0,0.0,37.0,563.0,0.0,0,1.0,1.0,0.25,1.0,0,0,40,30,3,5,42
2000-02-12,True,24.0,614.0,-1.0,41.0,539.0,0.0,0,0.0,1.0,0.0,1.0,0,0,42,92,3,2,43
2000-02-12,True,31.0,597.0,1.0,28.0,604.0,-3.0,0,1.3333333333333333,1.0,0.6666666666666666,0.5,0,0,167,185,1,1,6
2000-02-12,False,22.0,619.0,0.0,99.0,384.0,0.0,0,2.0,0.0,1.0,0.0,0,0,192,80,2,2,43
2000-02-13,False,176.0,85.0,0.0,185.0,59.0,0.0,0,0.0,0.0,0.0,0.0,0,0,109,29,0,0,2
2000-02-13,False,155.0,165.0,0.0,161.0,141.0,0.0,0,0.0,0.0,0.0,0.0,0,0,54,28,2,2,42
2000-02-14,True,130.0,251.0,1.0,157.0,159.0,0.0,0,1.0,0.0,0.5,0.0,0,0,187,127,0,0,2
2000-02-15,False,117.0,307.0,0.0,144.0,185.0,1.0,0,1.0,0.0,0.0,0.0,0,0,112,113,0,0,42
2000-02-16,True,74.0,457.0,3.0,24.0,624.0,0.0,0,3.5,1.0,1.0,1.0,0,0,81,42,2,3,43
2000-02-16,True,62.0,498.0,4.0,185.0,59.0,0.0,0,1.5,0.0,0.5,0.0,0,0,93,29,0,0,2
2000-02-16,False,80.0,445.0,-2.0,158.0,148.0,0.0,0,5.0,1.5,1.0,0.5,0,0,98,199,0,0,2
2000-02-16,False,111.0,333.0,0.0,173.0,105.0,1.0,0,0.0,1.0,0.0,0.0,0,0,102,134,0,0,42
2000-02-16,False,123.0,266.0,-16.0,97.0,394.0,2.0,0,2.0,1.0,1.0,0.0,0,0,141,57,2,2,42
2000-02-16,False,22.0,628.0,0.0,44.0,539.0,2.0,0,2.5,0.0,1.0,0.0,0,0,192,144,2,3,43
2000-02-17,False,117.0,306.0,0.0,145.0,185.0,1.0,0,1.5,0.0,0.5,0.0,1,0,112,113,0,0,42
2000-02-18,False,80.0,445.0,-2.0,157.0,159.0,0.0,0,4.0,0.0,1.0,0.0,0,0,98,127,0,0,2
2000-02-19,False,148.0,177.0,0.0,149.0,175.0,0.0,0,0.0,0.0,0.0,0.0,0,0,53,7,2,2,42
2000-02-20,True,103.0,373.0,-1.0,185.0,59.0,0.0,0,1.3333333333333333,0.0,0.6666666666666666,0.0,0,0,162,29,0,0,2
2000-02-23,True,57.0,513.0,3.0,52.0,529.0,4.0,0,1.0,4.0,1.0,1.0,0,0,191,175,0,5,42
2000-02-23,False,14.0,682.0,0.0,16.0,661.0,0.0,0,0.0,0.0,0.0,0.0,0,0,90,174,5,5,42
2000-02-23,False,19.0,638.0,0.0,5.0,742.0,0.0,0,0.0,0.0,0.0,0.0,0,0,128,70,5,5,42
2000-02-23,False,37.0,573.0,2.0,2.0,772.0,0.0,0,0.0,2.0,0.0,1.0,0,0,150,50,5,5,42
2000-02-23,False,36.0,577.0,2.0,30.0,601.0,1.0,0,0.0,0.0,0.0,0.0,0,0,73,12,5,5,42
2000-02-23,False,3.0,762.0,0.0,32.0,586.0,0.0,0,0.0,0.0,0.0,0.0,0,0,66,146,5,5,42
2000-02-23,True,24.0,624.0,0.0,44.0,539.0,2.0,0,1.0,2.5,0.6666666666666666,0.5,0,0,42,144,3,3,43
2000-02-23,False,29.0,607.0,3.0,18.0,641.0,0.0,0,0.0,0.0,0.0,0.0,0,0,89,152,5,5,42
2000-02-25,False,65.0,490.0,5.0,72.0,461.0,3.0,0,0.0,2.0,0.0,0.0,0,0,182,61,0,5,50
2000-02-27,False,165.0,130.0,0.0,154.0,170.0,0.0,0,0.0,0.0,0.0,0.0,0,0,26,103,1,1,42
2000-02-27,False,161.0,141.0,0.0,202.0,3.0,0.0,0,1.5,4.0,0.0,1.0,0,1,28,6,2,2,42
2000-02-27,True,85.0,435.0,5.0,24.0,624.0,0.0,0,2.0,1.25,1.0,0.75,0,0,35,42,2,3,43
2000-02-27,False,65.0,490.0,5.0,55.0,524.0,-1.0,0,1.0,1.6666666666666667,0.5,0.6666666666666666,0,0,182,65,0,5,50
2000-02-29,False,97.0,394.0,2.0,123.0,266.0,-16.0,0,1.0,3.0,0.0,1.0,0,1,57,141,2,2,42
2000-02-29,False,58.0,511.0,3.0,200.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0,0,194,120,0,0,42
2000-03-01,False,38.0,569.0,2.0,154.0,170.0,0.0,0,0.0,0.0,0.0,0.0,0,0,200,103,1,1,42
2000-03-04,False,74.0,457.0,3.0,193.0,40.0,0.0,0,3.0,0.0,0.75,0.0,0,0,81,131,2,2,40
2000-03-05,False,144.0,187.0,1.0,134.0,243.0,2.0,0,0.0,0.0,0.0,0.0,0,0,62,172,1,1,42
2000-03-05,False,97.0,394.0,2.0,190.0,46.0,0.0,0,1.6666666666666667,0.0,0.3333333333333333,0.0,0,0,57,20,2,2,40
2000-03-05,False,69.0,475.0,2.0,154.0,170.0,0.0,0,0.0,0.0,0.0,0.0,0,0,201,103,1,1,27
2000-03-05,False,155.0,165.0,0.0,201.0,4.0,0.0,0,1.0,0.0,1.0,0.0,0,0,54,122,2,2,40
2000-03-05,False,66.0,488.0,5.0,100.0,383.0,1.0,0,0.0,0.0,0.0,0.0,0,0,24,80,3,2,42
2000-03-05,False,82.0,439.0,5.0,150.0,175.0,0.0,0,0.0,0.0,0.0,0.0,0,0,48,37,2,2,40
2000-03-09,False,82.0,439.0,5.0,193.0,40.0,0.0,0,4.0,0.0,1.0,0.0,0,0,48,131,2,2,42
2000-03-10,False,106.0,367.0,-1.0,134.0,243.0,2.0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0,0,149,172,0,1,42
2000-03-11,False,191.0,44.0,0.0,186.0,56.0,0.0,0,0.0,0.0,0.0,0.0,0,0,10,148,2,2,40
2000-03-11,False,100.0,383.0,1.0,148.0,177.0,0.0,0,1.0,2.0,0.0,1.0,0,0,80,53,2,2,40
2000-03-19,False,185.0,71.0,-4.0,195.0,24.0,-7.0,0,3.0,1.6666666666666667,1.0,0.3333333333333333,1,0,14,6,2,2,40
2000-03-19,False,157.0,164.0,-6.0,160.0,150.0,-1.0,0,5.0,2.25,1.0,0.25,1,0,22,28,2,2,40
2000-03-21,False,87.0,432.0,1.0,71.0,477.0,2.0,0,0.0,2.0,0.0,1.0,0,0,126,201,1,1,42
2000-03-22,False,139.0,220.0,1.0,106.0,362.0,0.0,0,0.0,1.25,0.0,0.5,0,0,15,149,0,0,42
2000-03-22,False,24.0,626.0,-2.0,60.0,504.0,-14.0,0,1.1666666666666667,3.0,0.3333333333333333,0.8333333333333334,0,0,40,81,3,2,42
2000-03-25,False,38.0,566.0,0.0,164.0,137.0,-1.0,0,0.6666666666666666,1.0,0.3333333333333333,1.0,0,0,200,26,1,1,27
2000-03-25,False,110.0,341.0,-7.0,175.0,90.0,0.0,0,2.0,0.0,0.6666666666666666,0.0,0,0,112,179,0,0,2
2000-03-26,False,132.0,250.0,3.0,117.0,318.0,2.0,0,0.0,1.0,0.0,1.0,0,0,181,111,1,1,42
2000-03-27,True,63.0,501.0,-2.0,175.0,90.0,0.0,0,2.3333333333333335,0.0,0.6666666666666666,0.0,0,0,182,179,0,0,2
2000-03-28,False,91.0,409.0,-6.0,100.0,392.0,0.0,0,2.5,2.25,0.5,0.5,0,0,57,80,2,2,42
2000-03-29,False,43.0,546.0,-1.0,18.0,642.0,1.0,0,2.0,0.0,0.3333333333333333,0.0,0,0,144,143,3,3,40
2000-03-29,False,15.0,669.0,0.0,12.0,689.0,0.0,0,0.0,0.0,0.0,0.0,0,0,147,51,5,5,42
2000-03-29,False,44.0,545.0,2.0,69.0,488.0,3.0,0,0.0,9.0,0.0,1.0,0,0,193,24,3,3,40
2000-03-29,False,110.0,341.0,-7.0,63.0,501.0,-2.0,0,2.25,2.25,0.75,0.75,0,0,112,182,0,0,2
2000-03-29,False,4.0,747.0,0.0,14.0,681.0,0.0,0,3.0,1.0,1.0,1.0,0,0,170,90,5,5,42
2000-03-29,False,37.0,576.0,1.0,8.0,712.0,0.0,0,4.0,1.6666666666666667,1.0,0.6666666666666666,0,0,73,151,5,5,42
2000-03-29,False,83.0,443.0,2.0,74.0,466.0,4.0,0,1.0,1.0,0.5,0.0,0,0,25,135,5,5,42
2000-03-29,False,7.0,714.0,1.0,24.0,626.0,-2.0,0,0.0,1.7142857142857142,0.0,0.42857142857142855,0,0,8,40,3,3,40
2000-03-29,False,2.0,767.0,0.0,84.0,440.0,-7.0,0,2.0,2.0,0.5,0.5,0,0,50,11,5,0,42
2000-03-29,False,72.0,473.0,4.0,113.0,332.0,3.0,0,1.0,0.0,0.0,0.0,0,0,55,196,3,3,40
2000-03-29,False,39.0,558.0,0.0,99.0,392.0,3.0,0,1.5,0.0,0.5,0.0,0,0,30,18,5,5,42
2000-03-31,False,106.0,362.0,0.0,176.0,88.0,6.0,0,1.0,0.0,0.4,0.0,0,0,149,140,0,0,2
2000-03-31,False,111.0,338.0,2.0,139.0,220.0,1.0,0,2.5,0.5,0.5,0.5,0,0,176,15,0,0,2
2000-04-01,False,100.0,392.0,0.0,185.0,71.0,-4.0,0,2.0,2.5,0.4,1.0,0,0,80,14,2,2,40
2000-04-01,False,38.0,566.0,0.0,104.0,372.0,0.0,0,1.25,0.0,0.5,0.0,0,0,200,96,1,1,42
2000-04-02,False,106.0,362.0,0.0,127.0,263.0,1.0,0,1.0,1.0,0.5,1.0,0,0,149,95,0,5,2
2000-04-02,False,121.0,288.0,-2.0,60.0,504.0,-14.0,0,2.25,2.857142857142857,0.75,0.7142857142857143,0,0,141,81,2,2,40
2000-04-02,True,139.0,220.0,1.0,146.0,185.0,1.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,15,113,0,0,2
2000-04-02,False,81.0,449.0,-1.0,163.0,141.0,1.0,0,4.0,0.0,1.0,0.0,0,0,48,173,2,2,40
2000-04-02,True,176.0,88.0,6.0,181.0,78.0,0.0,0,0.0,0.0,0.0,0.0,0,0,140,139,0,0,2
2000-04-04,True,139.0,220.0,1.0,53.0,526.0,6.0,0,1.25,4.5,0.5,1.0,0,0,15,87,0,0,2
2000-04-04,False,106.0,362.0,0.0,181.0,78.0,0.0,0,1.2857142857142858,0.0,0.5714285714285714,0.0,0,0,149,139,0,0,2
2000-04-04,False,111.0,338.0,2.0,146.0,185.0,1.0,0,1.5,0.25,0.5,0.0,0,0,176,113,0,0,2
2000-04-04,False,63.0,501.0,-2.0,173.0,104.0,0.0,0,2.2,0.5,0.6,0.0,0,0,182,134,0,0,2
2000-04-05,True,130.0,252.0,2.0,198.0,14.0,-2.0,0,0.0,1.0,0.0,0.0,0,0,125,120,0,0,2
2000-04-05,False,45.0,542.0,-3.0,158.0,163.0,2.0,0,1.0,0.0,1.0,0.0,0,0,168,100,0,0,2
2000-04-06,False,63.0,501.0,-2.0,175.0,90.0,0.0,0,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,1,0,182,179,0,0,2
2000-04-06,True,127.0,263.0,1.0,176.0,88.0,6.0,0,1.0,1.0,0.6666666666666666,0.3333333333333333,0,0,95,140,5,0,2
2000-04-07,True,130.0,252.0,2.0,158.0,163.0,2.0,0,2.0,0.0,1.0,0.0,0,0,125,100,0,0,2
2000-04-07,False,45.0,542.0,-3.0,198.0,14.0,-2.0,0,5.0,0.5,1.0,0.0,0,0,168,120,0,0,2
2000-04-08,False,63.0,501.0,-2.0,110.0,341.0,-7.0,0,2.4285714285714284,2.142857142857143,0.7142857142857143,0.5714285714285714,0,1,182,112,0,0,2
2000-04-08,False,136.0,228.0,0.0,78.0,451.0,0.0,0,0.0,1.0,0.0,0.0,0,0,110,67,1,1,40
2000-04-08,False,137.0,225.0,0.0,183.0,72.0,0.0,0,0.0,0.0,0.0,0.0,0,0,64,142,4,4,67
2000-04-08,False,117.0,318.0,2.0,104.0,372.0,0.0,0,2.0,0.0,0.5,0.0,0,0,111,96,1,1,40
2000-04-09,True,158.0,163.0,2.0,198.0,14.0,-2.0,0,0.0,0.3333333333333333,0.0,0.0,0,0,100,120,0,0,2
2000-04-09,True,111.0,338.0,2.0,146.0,185.0,1.0,0,1.6,0.4,0.6,0.0,1,0,176,113,0,0,2
2000-04-09,False,134.0,241.0,0.0,103.0,376.0,1.0,0,0.0,0.0,0.0,0.0,0,0,172,124,1,1,40
2000-04-09,False,126.0,264.0,2.0,77.0,453.0,2.0,0,2.0,0.0,0.0,0.0,0,0,105,114,1,1,40
2000-04-09,False,34.0,579.0,-1.0,120.0,290.0,2.0,0,1.4,0.0,0.6,0.0,0,0,56,117,1,1,40
2000-04-09,False,45.0,542.0,-3.0,130.0,252.0,2.0,0,5.333333333333333,3.0,1.0,1.0,0,0,168,125,0,0,2
2000-04-09,False,144.0,189.0,0.0,80.0,451.0,4.0,0,1.0,1.3333333333333333,1.0,0.3333333333333333,0,0,62,31,1,1,40
2000-04-09,False,53.0,526.0,6.0,139.0,220.0,1.0,0,3.0,1.2,0.6666666666666666,0.6,0,1,87,15,0,0,2
2000-04-10,True,147.0,181.0,1.0,186.0,62.0,2.0,0,0.0,0.0,0.0,0.0,0,0,165,195,4,4,67
2000-04-11,True,139.0,220.0,1.0,146.0,185.0,1.0,0,1.0,0.5,0.5,0.0,1,0,15,113,0,0,2
2000-04-11,False,137.0,225.0,0.0,186.0,62.0,2.0,0,5.0,1.0,1.0,0.0,0,0,64,195,4,4,67
2000-04-13,False,46.0,544.0,-7.0,149.0,183.0,3.0,0,3.0,0.42857142857142855,0.75,0.0,1,0,87,113,0,0,2
2000-04-13,True,150.0,179.0,3.0,185.0,71.0,2.0,0,2.0,0.0,1.0,0.0,0,0,165,142,4,4,67
2000-04-15,False,114.0,342.0,-3.0,105.0,372.0,2.0,0,2.0,0.0,0.6666666666666666,0.0,0,0,111,124,1,1,27
2000-04-16,False,110.0,360.0,-6.0,178.0,87.0,-14.0,0,3.0,2.5,1.0,0.5,1,0,17,10,2,2,40
2000-04-19,False,35.0,576.0,0.0,199.0,14.0,0.0,0,2.0,0.0,0.8,0.0,0,0,34,166,1,1,40
2000-04-19,False,81.0,447.0,4.0,80.0,449.0,0.0,0,0.0,1.25,0.0,0.25,0,0,114,31,1,1,42
2000-04-21,False,85.0,439.0,10.0,182.0,79.0,3.0,0,1.3333333333333333,0.0,0.3333333333333333,0.0,0,0,2,36,1,1,40
2000-04-22,False,24.0,624.0,1.0,152.0,177.0,2.0,0,1.6,0.25,0.8,0.0,1,0,167,103,1,1,40
2000-04-22,False,27.0,605.0,0.0,166.0,141.0,4.0,0,1.3333333333333333,1.0,0.5,0.0,1,0,185,116,1,1,40
2000-04-22,False,52.0,528.0,1.0,172.0,117.0,4.0,0,2.4,0.0,0.8,0.0,0,0,133,60,1,1,40
2000-04-22,False,38.0,565.0,0.0,161.0,161.0,-3.0,0,1.1666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,0,200,26,1,1,40
2000-04-22,False,26.0,610.0,0.0,158.0,170.0,3.0,0,0.6666666666666666,0.0,0.6666666666666666,0.0,1,0,123,68,1,1,40
2000-04-22,False,79.0,450.0,1.0,139.0,226.0,3.0,0,0.6666666666666666,2.0,0.0,1.0,0,1,67,110,1,1,40
2000-04-22,False,84.0,440.0,-3.0,193.0,42.0,0.0,0,2.0,0.0,1.0,0.0,0,0,126,160,1,1,40
2000-04-23,False,72.0,472.0,1.0,179.0,86.0,2.0,0,1.3333333333333333,0.0,0.6666666666666666,0.0,1,0,201,38,1,1,40
2000-04-23,False,78.0,450.0,-1.0,143.0,200.0,1.0,0,1.3333333333333333,0.0,0.3333333333333333,0.0,0,0,158,21,1,1,40
2000-04-23,False,105.0,372.0,2.0,137.0,239.0,3.0,0,0.5,0.3333333333333333,0.0,0.3333333333333333,0,1,124,172,1,1,40
2000-04-23,False,81.0,447.0,4.0,130.0,264.0,4.0,0,1.0,2.5,0.5,0.5,0,1,114,105,1,1,40
2000-04-23,False,47.0,536.0,0.0,151.0,179.0,3.0,0,1.0,0.0,0.5,0.0,0,0,91,153,1,1,40
2000-04-23,False,89.0,432.0,3.0,177.0,90.0,3.0,0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,183,78,1,1,40
2000-04-23,False,57.0,519.0,0.0,128.0,268.0,-4.0,0,0.75,2.0,0.5,0.5,1,0,71,181,1,1,40
2000-04-23,False,37.0,574.0,3.0,123.0,288.0,3.0,0,1.5,0.0,0.6666666666666666,0.0,1,0,56,117,1,1,40
2000-04-23,False,100.0,392.0,2.0,192.0,48.0,1.0,0,1.0,1.0,0.3333333333333333,0.0,1,0,44,59,1,1,40
2000-04-23,False,35.0,576.0,0.0,199.0,14.0,0.0,0,2.1666666666666665,0.0,0.8333333333333334,0.0,1,0,34,166,1,1,40
2000-04-23,False,80.0,449.0,0.0,148.0,187.0,4.0,0,1.2,1.5,0.2,1.0,0,1,31,62,1,1,40
2000-04-23,False,97.0,398.0,4.0,112.0,348.0,4.0,0,0.0,3.0,0.0,1.0,0,0,77,189,1,1,40
2000-04-26,False,54.0,523.0,-2.0,70.0,479.0,0.0,0,1.3333333333333333,0.5,0.3333333333333333,0.0,1,0,107,101,5,5,14
2000-04-26,False,73.0,463.0,-1.0,82.0,446.0,0.0,0,0.5,1.6666666666666667,0.0,1.0,0,0,135,1,5,5,42
2000-04-26,False,22.0,630.0,1.0,18.0,638.0,-2.0,0,1.0,2.0,0.0,0.75,0,0,152,192,5,2,42
2000-04-26,False,9.0,704.0,1.0,59.0,509.0,-5.0,0,1.25,2.6666666666666665,0.5,1.0,0,1,151,49,5,5,42
2000-04-26,False,43.0,548.0,-2.0,50.0,530.0,1.0,0,5.0,3.75,1.0,0.75,0,0,168,93,0,0,42
2000-04-26,False,19.0,638.0,1.0,42.0,553.0,-2.0,0,0.0,1.0,0.0,1.0,0,0,143,193,3,3,40
2000-04-26,False,146.0,194.0,3.0,101.0,389.0,2.0,0,0.0,1.0,0.0,0.0,0,0,4,18,5,5,42
2000-04-26,False,1.0,833.0,0.0,71.0,474.0,-1.0,0,7.0,1.5,1.0,0.5,0,0,27,55,3,3,40
2000-04-26,False,14.0,672.0,0.0,15.0,662.0,0.0,0,0.5,2.0,0.5,1.0,0,0,90,147,5,5,42
2000-04-26,False,2.0,763.0,0.0,28.0,601.0,-1.0,0,2.3333333333333335,4.0,0.6666666666666666,1.0,0,0,50,89,5,5,42
2000-04-26,False,3.0,754.0,0.0,44.0,546.0,2.0,0,1.5,4.0,1.0,1.0,0,0,66,164,5,5,42
2000-04-29,True,156.0,174.0,3.0,153.0,176.0,1.0,0,0.0,1.0,0.0,0.3333333333333333,0,1,7,53,2,2,42
2000-04-29,False,24.0,624.0,1.0,123.0,288.0,3.0,0,1.5,1.0,0.8333333333333334,0.0,0,0,167,117,1,1,27
2000-05-05,True,177.0,90.0,3.0,166.0,141.0,4.0,0,0.0,0.5,0.0,0.0,0,0,78,116,1,1,11
2000-05-05,True,97.0,398.0,4.0,81.0,447.0,4.0,0,3.0,1.6666666666666667,1.0,0.6666666666666666,0,0,77,114,1,1,11
2000-05-06,False,182.0,79.0,3.0,129.0,266.0,4.0,0,0.0,0.0,0.0,0.0,0,0,36,161,1,1,11
2000-05-07,False,66.0,490.0,6.0,118.0,314.0,-3.0,0,2.0,2.0,0.5714285714285714,0.8,0,1,81,141,2,2,40
2000-05-07,True,81.0,447.0,4.0,177.0,90.0,3.0,0,1.5,0.5,0.5,0.5,0,0,114,78,1,1,11
2000-05-08,False,149.0,183.0,3.0,111.0,355.0,4.0,0,0.42857142857142855,0.0,0.0,0.0,0,0,113,85,0,0,42
2000-05-09,True,97.0,398.0,4.0,177.0,90.0,3.0,0,3.0,1.0,1.0,0.3333333333333333,0,0,77,78,1,1,11
2000-05-11,False,179.0,101.0,-3.0,94.0,416.0,-3.0,0,0.5,2.6666666666666665,0.5,1.0,0,0,36,77,1,1,11
2000-05-11,True,77.0,454.0,-1.0,83.0,445.0,2.0,0,1.25,1.8,0.5,0.6,0,0,158,114,1,1,11
2000-05-14,False,70.0,482.0,-2.0,84.0,445.0,0.0,0,1.75,2.5,0.75,1.0,0,1,201,126,1,1,27
2000-05-14,False,179.0,101.0,-3.0,77.0,454.0,-1.0,0,1.0,1.4,0.6666666666666666,0.6,0,0,36,158,1,1,11
2000-05-14,True,94.0,416.0,-3.0,83.0,445.0,2.0,0,2.0,1.8333333333333333,0.75,0.5,1,0,77,114,1,1,11
2000-05-18,False,60.0,515.0,0.0,59.0,517.0,1.0,0,2.857142857142857,8.0,0.8571428571428571,1.0,0,0,182,194,0,0,42
2000-05-21,False,102.0,388.0,-8.0,75.0,457.0,0.0,0,3.3333333333333335,3.0,1.0,1.0,0,0,17,48,2,2,40
2000-05-21,False,119.0,315.0,1.0,191.0,66.0,1.0,0,1.7142857142857142,0.0,0.7142857142857143,0.0,1,0,141,131,2,2,40
2000-05-23,False,104.0,382.0,0.0,166.0,143.0,2.0,0,2.75,0.0,0.5,0.0,0,0,94,99,0,0,86
2000-05-24,True,97.0,401.0,-9.0,171.0,120.0,1.0,0,1.5714285714285714,0.75,0.7142857142857143,0.25,0,0,176,140,0,0,86
2000-05-24,True,42.0,557.0,-4.0,116.0,333.0,-3.0,0,3.0,1.8,0.8,0.8,0,0,87,95,0,5,86
2000-05-26,False,78.0,453.0,-7.0,79.0,451.0,-1.0,0,1.5,1.5,0.5,0.3333333333333333,0,1,2,31,1,1,42
2000-05-27,False,9.0,704.0,2.0,26.0,609.0,1.0,0,1.0,1.0,0.5,0.5,0,0,137,163,5,5,42
